day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,year,month,day,sales
5,607,1,1,0,1,0,0,2015,3,6,6303.264
7,0,0,0,0,1,0,0,2013,1,27,11.162582
7,0,0,0,0,1,0,0,2013,2,17,-29.350248
4,458,1,0,1,1,0,0,2014,8,28,4482.6177
5,1028,1,0,0,1,0,0,2013,5,24,7894.026
2,469,1,0,0,1,0,0,2013,2,26,4196.33
1,1529,1,0,0,1,0,0,2015,2,23,10732.019
4,586,1,1,0,1,0,0,2014,1,23,5907.476
1,694,1,1,0,1,0,0,2014,7,28,8065.954
5,749,1,0,0,1,0,0,2015,4,24,6517.5986
1,764,1,1,1,1,0,0,2013,4,8,8258.427
4,653,1,1,0,1,0,0,2015,7,30,7677.415
2,1515,1,1,1,1,0,0,2014,6,17,13077.671
6,753,1,0,0,1,0,0,2014,8,9,6485.1494
6,690,1,0,0,1,0,0,2014,5,3,6705.383
6,673,1,0,0,1,0,0,2015,6,27,6710.543
3,418,1,0,1,1,0,0,2013,10,16,3951.5908
7,0,0,0,0,1,0,0,2014,9,7,-55.837894
5,265,1,1,0,1,0,0,2014,7,18,3395.7842
1,954,1,1,1,1,0,0,2013,7,29,10575.163
2,601,1,1,0,1,0,0,2013,4,9,6472.485
2,280,1,1,1,1,0,0,2013,8,13,3794.1924
2,583,1,0,0,1,0,0,2013,1,29,4918.383
7,0,0,0,0,1,0,0,2013,4,28,6.8824906
4,678,1,1,0,1,0,0,2015,6,18,6872.5537
6,381,1,0,0,1,0,0,2013,10,26,3517.51
7,0,0,0,0,1,0,0,2013,3,31,15.191742
7,0,0,0,0,1,0,0,2015,5,17,-13.373972
2,861,1,1,1,1,0,0,2015,6,2,9421.854
3,628,1,0,1,1,0,0,2013,7,10,5387.065
1,0,0,0,0,0,1,0,2014,6,9,14.393038
4,649,1,0,0,1,0,0,2013,9,19,5322.7915
2,1295,1,0,0,1,0,0,2014,4,8,9380.934
5,777,1,1,1,1,0,0,2014,2,21,7406.5337
4,994,1,0,0,1,0,0,2015,2,12,7588.999
6,448,1,0,0,1,0,0,2013,8,3,4267.308
4,381,1,0,0,1,0,0,2015,4,23,3915.1628
4,588,1,0,1,1,0,0,2014,1,30,4968.1353
1,456,1,0,0,1,0,0,2014,10,13,4203.309
6,432,1,0,0,1,0,0,2015,7,4,4321.3545
1,1257,1,1,0,1,0,0,2013,11,18,11942.4375
5,447,1,1,1,1,0,0,2015,7,17,4719.3535
5,1130,1,1,0,1,0,0,2014,1,10,9482.865
4,814,1,0,0,1,0,0,2013,1,17,6211.164
2,1156,1,1,1,1,0,0,2013,5,28,10474.733
3,1460,1,0,1,1,0,0,2014,7,23,10048.51
2,640,1,0,1,1,0,0,2013,10,29,5447.883
4,652,1,0,1,1,0,0,2014,1,2,5918.513
7,0,0,0,0,1,0,0,2014,10,19,-21.774487
5,0,0,1,0,0,1,0,2014,10,3,-6.694175
1,592,1,1,0,1,0,0,2014,1,6,6941.8423
6,678,1,0,0,1,0,0,2014,2,8,6363.427
6,458,1,0,0,1,0,0,2014,5,3,4434.0215
4,1112,1,0,0,1,0,0,2013,11,28,8755.653
2,499,1,1,0,1,0,0,2013,10,8,5919.007
3,416,1,0,1,1,0,0,2014,12,24,3955.8623
3,285,1,0,0,1,0,0,2014,9,24,2898.114
1,1544,1,0,1,1,0,0,2013,7,22,10156.373
6,728,1,0,0,1,0,0,2013,3,9,6618.674
7,0,0,0,0,1,0,0,2013,7,21,30.163607
5,638,1,1,0,1,0,0,2014,1,10,6621.701
6,547,1,0,0,1,0,0,2015,4,25,5519.4673
4,835,1,1,0,1,0,0,2014,2,20,7509.8423
3,859,1,1,0,1,0,0,2014,4,2,8535.351
5,957,1,1,1,1,0,0,2013,7,19,8431.461
6,1368,1,0,0,1,0,0,2014,3,15,9975.798
1,800,1,1,0,1,0,0,2013,5,27,8446.874
1,1361,1,1,0,1,0,0,2014,3,17,12809.3955
3,991,1,1,0,1,0,0,2014,2,19,8632.03
3,592,1,0,0,1,0,0,2013,7,24,5267.876
7,0,0,0,0,1,0,0,2013,7,21,30.163607
3,979,1,1,0,1,0,0,2014,7,2,9088.553
3,1088,1,1,1,1,0,0,2014,4,16,10122.892
4,491,1,1,0,1,0,0,2013,4,25,5111.596
1,576,1,1,0,1,0,0,2013,2,4,6908.439
5,839,1,1,0,1,0,0,2015,1,9,8013.036
3,1045,1,1,0,1,0,0,2014,11,12,8913.024
4,550,1,0,0,1,0,0,2014,3,13,4856.2783
2,687,1,1,0,1,0,0,2013,10,22,6733.9795
7,0,0,0,0,1,0,0,2013,10,20,-7.029814
1,0,0,0,0,0,1,0,2015,5,25,7.93647
7,0,0,0,0,1,0,0,2015,5,24,-22.998085
3,841,1,1,0,1,0,0,2014,2,19,7701.5723
4,886,1,1,0,1,0,0,2014,3,20,7624.3438
1,0,0,0,0,0,1,0,2013,5,20,-36.1471
2,496,1,1,0,1,0,0,2013,9,24,5450.2603
6,632,1,0,0,1,0,0,2015,3,14,6197.84
4,768,1,1,0,1,0,0,2013,9,12,7210.8223
2,978,1,1,0,1,0,0,2015,5,5,9244.74
3,0,0,1,0,0,1,0,2013,5,1,-43.60469
2,667,1,1,0,1,0,0,2014,6,3,7207.2495
4,786,1,1,1,1,0,0,2015,7,30,8321.581
1,1450,1,1,0,1,0,0,2014,4,28,13274.402
7,0,0,0,0,1,0,0,2013,8,18,-28.604586
4,0,0,1,1,0,1,0,2014,6,19,45.04929
6,1078,1,0,0,1,0,0,2014,12,6,9052.075
6,769,1,0,0,1,0,0,2014,10,11,6659.1045
4,416,1,0,0,1,0,0,2013,4,18,3802.4595
1,662,1,1,0,1,0,0,2013,1,21,7482.3955
5,1225,1,1,0,1,0,0,2015,2,20,10505.035
5,577,1,1,0,1,0,0,2015,5,22,6068.962
6,588,1,0,0,1,0,0,2015,4,18,5850.689
5,996,1,1,0,1,0,0,2014,3,7,8760.99
5,492,1,0,1,1,0,0,2015,4,10,4788.2983
2,532,1,0,0,1,0,0,2013,2,26,4628.4116
4,0,0,1,0,0,1,0,2014,5,1,35.905136
1,772,1,0,0,1,0,0,2015,5,11,6566.9717
7,0,0,0,0,1,0,0,2014,11,30,10.40814
5,607,1,1,1,1,0,0,2013,8,2,6329.1133
7,0,0,0,0,1,0,0,2013,1,20,-3.1942217
5,1241,1,0,0,1,0,0,2014,9,26,8588.052
5,803,1,1,0,1,0,0,2014,7,4,7762.182
6,328,1,0,0,1,0,0,2015,3,28,3188.4365
2,587,1,1,0,1,0,0,2014,4,1,6479.9707
2,1028,1,1,0,1,0,0,2015,3,17,9457.078
4,705,1,1,0,1,0,0,2014,6,5,7178.676
6,394,1,0,0,1,0,0,2013,1,26,3649.8845
3,464,1,1,1,1,0,0,2014,9,3,5393.4443
3,540,1,1,0,1,0,0,2015,1,7,6111.1836
5,665,1,1,0,1,0,0,2013,6,21,6547.436
1,1173,1,1,1,1,0,0,2013,3,25,11367.373
7,0,0,0,0,1,0,0,2014,2,23,18.39889
2,1111,1,1,0,1,0,0,2013,10,8,9913.1045
4,0,0,0,1,0,1,0,2015,5,14,-16.068317
5,657,1,0,0,1,0,0,2013,11,29,6875.5396
6,338,1,0,0,1,0,0,2015,6,6,3142.4453
1,587,1,0,0,1,0,0,2014,7,7,5327.7803
1,2435,1,1,0,1,0,0,2014,6,30,20047.201
5,436,1,1,0,1,0,0,2014,7,4,4766.4487
4,540,1,1,0,1,0,0,2013,6,20,5608.614
7,0,0,0,0,1,0,0,2014,9,21,-38.328472
1,734,1,1,0,1,0,0,2014,7,14,8286.26
2,271,1,1,0,1,0,0,2015,1,27,3115.1514
2,742,1,0,0,1,0,0,2015,3,24,6027.8594
7,0,0,0,0,1,0,0,2013,2,24,4.7802596
1,684,1,0,0,1,0,0,2015,2,23,5783.9795
2,917,1,0,0,1,0,0,2013,12,10,7903.898
5,746,1,1,1,1,0,0,2014,8,1,7637.793
2,1311,1,0,1,1,0,0,2014,8,12,9390.087
5,778,1,0,0,1,0,0,2013,9,20,6248.1167
4,943,1,1,1,1,0,0,2013,8,1,8583.803
2,323,1,0,0,1,0,0,2013,2,26,3132.711
5,607,1,0,0,1,0,0,2013,7,12,5522.8896
1,568,1,0,0,1,0,0,2015,6,22,5460.774
1,1011,1,0,0,1,0,0,2013,7,8,7917.444
7,0,0,0,0,1,0,0,2014,7,6,-44.547047
2,641,1,0,0,1,0,0,2014,3,25,5237.697
2,960,1,1,0,1,0,0,2013,12,17,11154.978
7,0,0,0,0,1,0,0,2014,3,16,-8.933059
6,233,1,0,0,1,0,0,2013,8,24,1842.7386
5,536,1,1,1,1,0,0,2014,8,1,5948.5483
1,600,1,1,0,1,0,0,2015,6,29,7717.103
6,945,1,0,0,1,0,0,2015,2,28,8999.497
5,609,1,1,1,1,0,0,2013,8,2,6329.1133
7,0,0,0,0,1,0,0,2013,8,11,-7.968629
3,363,1,0,0,1,0,0,2013,2,27,3640.3362
7,0,0,0,0,1,0,0,2013,8,11,-7.968629
5,613,1,0,1,1,0,0,2014,4,25,5426.844
2,861,1,1,0,1,0,0,2013,6,18,8010.661
2,1075,1,1,0,1,0,0,2015,6,16,10115.656
7,0,0,0,0,1,0,0,2013,10,13,41.790455
6,646,1,0,0,1,0,0,2013,2,9,6034.7085
6,598,1,0,0,1,0,0,2014,6,28,5892.051
5,373,1,0,0,1,0,0,2014,11,21,3786.3594
2,654,1,1,0,1,0,0,2013,9,24,6478.89
4,953,1,0,0,1,0,0,2013,2,28,7784.18
7,191,1,0,0,1,0,0,2014,9,28,1814.6915
5,569,1,1,0,1,0,0,2013,9,27,5933.4243
6,496,1,0,0,1,0,0,2014,12,27,4892.1553
5,1111,1,1,0,1,0,0,2015,5,8,9833.087
7,0,0,0,0,1,0,0,2014,3,9,-18.183449
7,0,0,0,0,1,0,0,2013,9,22,-15.427065
1,1024,1,1,0,1,0,0,2015,2,2,10484.505
4,896,1,1,0,1,0,0,2014,12,4,9422.895
1,808,1,0,0,1,0,0,2013,3,11,6166.46
3,449,1,1,0,1,0,0,2013,10,23,5014.1963
4,1027,1,0,1,1,0,0,2013,8,22,7464.2227
2,1688,1,0,1,1,0,0,2014,12,23,14975.445
1,958,1,0,0,1,0,0,2014,11,17,7597.1265
6,489,1,0,0,1,0,0,2014,12,6,5117.5117
7,0,0,0,0,1,0,0,2014,3,30,-24.018312
7,0,0,0,0,1,0,0,2015,2,1,21.565006
5,776,1,0,1,1,0,0,2013,4,5,6671.039
6,2018,1,0,0,1,0,0,2014,5,31,14376.762
3,505,1,1,0,1,0,0,2015,2,18,5703.896
7,0,0,0,0,1,0,0,2014,11,23,-17.174936
1,375,1,0,0,1,0,0,2015,6,8,3944.5154
4,884,1,1,0,1,0,0,2015,3,5,8304.873
5,656,1,1,0,1,0,0,2014,5,9,6674.556
6,1426,1,0,0,1,0,0,2013,12,14,11172.5205
7,0,0,0,0,1,0,0,2013,9,1,-26.355532
2,355,1,0,0,1,0,0,2014,6,24,3678.1587
4,597,1,0,1,1,0,0,2013,7,25,5026.7114
7,0,0,0,0,1,0,0,2013,5,26,3.3664186
5,593,1,1,0,1,0,0,2014,5,23,6064.843
2,1083,1,1,0,1,0,0,2013,4,23,9118.239
4,2035,1,1,0,1,0,0,2013,1,10,15075.512
3,594,1,1,1,1,0,0,2015,2,4,5865.1694
5,1087,1,0,0,1,0,0,2014,1,31,9241.114
2,424,1,1,0,1,0,0,2014,3,4,5111.404
5,618,1,0,0,1,0,0,2015,7,10,5878.528
5,582,1,0,0,1,0,0,2014,1,31,5914.4834
5,591,1,1,0,1,0,0,2015,1,16,6179.1216
3,447,1,1,0,1,0,0,2013,9,11,5166.783
3,536,1,1,0,1,0,0,2015,7,15,6246.5835
1,618,1,0,0,1,0,0,2013,1,28,5176.6694
1,2201,1,1,1,1,0,0,2014,7,28,17392.08
2,396,1,0,1,1,0,0,2013,8,20,3847.297
3,823,1,1,0,1,0,0,2015,3,4,8393.191
5,471,1,0,0,1,0,0,2015,6,26,4793.135
7,0,0,0,0,1,0,0,2014,3,30,-24.018312
6,412,1,0,0,1,0,0,2014,7,5,3901.1958
4,410,1,0,0,1,0,0,2015,5,28,4488.5977
4,589,1,1,0,1,0,0,2013,5,16,5984.464
5,466,1,1,0,1,0,0,2014,7,4,5102.2925
2,577,1,0,0,1,0,0,2013,2,26,4843.776
6,314,1,0,0,1,0,0,2013,6,8,2961.5642
2,297,1,0,0,1,0,0,2013,1,15,2984.3003
1,653,1,1,0,1,0,0,2015,3,2,7739.4126
4,910,1,1,0,1,0,0,2014,3,6,8154.4585
1,357,1,0,0,1,0,0,2013,10,28,3493.2375
6,393,1,0,0,1,0,0,2014,9,20,3594.7517
1,939,1,1,0,1,0,0,2014,5,19,9744.2295
4,1057,1,1,0,1,0,0,2015,2,19,9132.217
4,828,1,0,1,1,0,0,2015,4,9,7016.0293
1,1199,1,1,0,1,0,0,2013,9,23,11054.558
4,815,1,1,0,1,0,0,2013,11,21,7749.5444
6,588,1,0,0,1,0,0,2015,4,11,5881.8784
4,979,1,0,0,1,0,0,2015,3,12,7614.407
5,311,1,0,1,1,0,0,2013,7,12,3112.336
5,744,1,0,1,1,0,0,2014,6,13,6947.4214
5,1653,1,0,0,1,0,0,2014,12,12,12392.53
2,477,1,0,1,1,0,0,2015,4,7,4817.25
4,731,1,0,1,1,0,0,2015,7,23,6280.6934
1,493,1,0,1,1,0,0,2013,9,2,4866.975
5,937,1,1,0,1,0,0,2015,1,16,8732.413
6,642,1,0,0,1,0,0,2014,4,12,6136.8076
7,0,0,0,0,1,0,0,2015,1,4,-30.374773
5,300,1,0,0,1,0,0,2014,4,11,3159.3975
4,854,1,0,0,1,0,0,2013,1,31,7344.6724
3,505,1,1,0,1,0,0,2014,5,21,5475.291
2,863,1,1,0,1,0,0,2013,12,3,9285.322
7,0,0,0,0,1,0,0,2013,4,28,6.8824906
6,764,1,0,0,1,0,0,2013,7,6,6592.0586
3,333,1,0,0,1,0,0,2014,3,26,3431.4436
3,1303,1,0,0,1,0,0,2014,5,28,9945.893
7,0,0,0,0,1,0,0,2014,3,16,-8.933059
3,555,1,1,0,1,0,0,2015,5,20,5938.9
7,0,0,0,0,1,0,0,2014,1,12,8.467406
3,701,1,0,0,1,0,0,2013,6,12,5723.49
5,1005,1,1,0,1,0,0,2013,7,5,8811.554
4,607,1,1,0,1,0,0,2014,10,9,6170.795
3,876,1,0,1,1,0,0,2013,1,2,7108.242
5,480,1,1,0,1,0,0,2013,4,12,5083.344
3,860,1,1,0,1,0,0,2014,9,3,7991.655
5,888,1,0,1,1,0,0,2015,4,10,7520.3794
4,721,1,1,1,1,0,0,2013,10,24,6591.249
5,909,1,1,0,1,0,0,2014,12,19,10179.25
1,1476,1,1,0,1,0,0,2014,2,17,13525.042
7,0,0,0,0,1,0,0,2013,4,14,-5.1219583
5,485,1,0,0,1,0,0,2013,1,18,4485.754
6,947,1,0,0,1,0,0,2013,8,24,7370.0547
1,894,1,1,0,1,0,0,2014,11,24,9301.704
6,453,1,0,0,1,0,0,2013,10,12,4284.2075
1,1274,1,1,1,1,0,0,2014,1,6,12941.422
5,460,1,1,0,1,0,0,2013,2,8,5020.3877
2,893,1,1,1,1,0,0,2015,2,17,8889.65
1,940,1,1,0,1,0,0,2014,5,5,10110.982
1,767,1,0,0,1,0,0,2015,4,20,6410.083
5,630,1,0,1,1,0,0,2013,1,4,5644.2573
2,765,1,0,0,1,0,0,2013,8,6,6079.238
5,703,1,1,1,1,0,0,2014,10,10,6895.1484
4,752,1,1,0,1,0,0,2015,2,19,7426.516
7,0,0,0,0,1,0,0,2015,3,1,14.486419
3,863,1,1,0,1,0,0,2014,3,19,7714.55
7,0,0,0,0,1,0,0,2014,11,23,-17.174936
6,634,1,0,0,1,0,0,2015,5,30,6807.334
3,1118,1,1,0,1,0,0,2014,4,30,10727.073
5,557,1,0,1,1,0,0,2013,6,28,5289.5117
2,790,1,0,0,1,0,0,2013,10,15,6077.4673
1,1397,1,1,0,1,0,0,2013,11,18,13265.264
4,508,1,0,0,1,0,0,2014,10,30,5101.4023
5,988,1,1,0,1,0,0,2014,6,6,9012.74
4,1041,1,1,0,1,0,0,2013,3,21,8874.203
4,0,0,0,0,0,1,0,2013,5,9,45.66445
6,459,1,0,0,1,0,0,2013,2,16,4256.446
2,528,1,1,0,1,0,0,2013,6,4,5894.931
6,805,1,0,0,1,0,0,2015,4,25,7046.5376
6,507,1,0,0,1,0,0,2013,9,7,4617.862
7,0,0,0,0,1,0,0,2013,4,7,-9.653338
7,0,0,0,0,1,0,0,2014,3,16,-8.933059
4,588,1,1,0,1,0,0,2014,9,4,5954.8066
4,849,1,1,0,1,0,0,2014,11,13,7805.546
2,816,1,1,0,1,0,0,2014,7,1,8367.112
3,351,1,1,0,1,0,0,2014,10,22,4027.9585
6,581,1,0,0,1,0,0,2014,6,21,5614.1943
3,276,1,0,1,1,0,0,2014,7,9,2757.8242
5,555,1,1,1,1,0,0,2014,9,5,5907.644
5,419,1,1,0,1,0,0,2014,5,23,4624.3984
6,656,1,0,0,1,0,0,2014,3,29,6527.856
2,916,1,1,0,1,0,0,2015,5,19,8806.437
7,0,0,0,0,1,0,0,2013,2,24,4.7802596
4,825,1,0,0,1,0,0,2013,12,12,7186.313
2,524,1,0,1,1,0,0,2014,10,28,4633.0874
4,507,1,0,0,1,0,0,2014,3,13,4536.6353
2,710,1,1,0,1,0,0,2014,12,2,8368.099
7,0,0,0,0,1,0,0,2013,1,13,7.9531693
4,587,1,1,0,1,0,0,2013,6,6,5957.1094
7,0,0,0,0,1,0,0,2013,12,22,7.9687886
3,1563,1,1,1,1,0,0,2015,4,1,14190.947
3,757,1,0,0,1,0,0,2014,9,24,5908.701
7,0,0,0,0,1,0,0,2013,10,27,5.61914
5,627,1,0,0,1,0,0,2013,2,15,5520.185
7,0,0,0,0,1,0,0,2015,1,25,-27.902603
3,479,1,0,0,1,0,0,2014,1,29,4476.1436
3,406,1,1,0,1,0,0,2013,6,19,4666.1323
5,790,1,1,0,1,0,0,2013,8,30,8108.802
4,377,1,1,0,1,0,0,2014,8,21,4077.1577
5,988,1,1,0,1,0,0,2014,7,4,8926.267
2,823,1,1,1,1,0,0,2014,4,15,8892.641
7,0,0,0,0,1,0,0,2013,1,27,11.162582
2,366,1,1,0,1,0,0,2014,7,15,4786.35
1,1153,1,0,0,1,0,0,2014,10,27,8103.0303
4,769,1,1,0,1,0,0,2013,7,18,7550.349
6,1068,1,0,0,1,0,0,2014,8,23,8230.538
7,0,0,0,0,1,0,0,2015,1,4,-30.374773
4,0,0,0,0,0,1,0,2013,10,3,40.924118
7,0,0,0,0,1,0,0,2013,12,1,-2.1661866
1,480,1,0,1,1,0,0,2015,7,6,4870.7734
6,1041,1,0,0,1,0,0,2014,12,27,8889.111
6,997,1,0,0,1,0,0,2013,6,29,8436.766
3,896,1,1,0,1,0,0,2015,7,1,8808.427
6,588,1,0,0,1,0,0,2014,9,27,5412.4214
1,1413,1,1,1,1,0,0,2014,8,18,13336.334
2,559,1,0,0,1,0,0,2014,5,27,5044.0874
5,572,1,1,1,1,0,0,2013,8,2,6046.619
6,539,1,0,0,1,0,0,2013,10,19,4971.218
6,496,1,0,0,1,0,0,2013,10,12,4791.11
6,476,1,0,0,1,0,0,2013,7,27,4720.6855
1,1163,1,1,0,1,0,0,2014,6,30,13128.937
7,0,0,0,0,1,0,0,2014,12,28,-47.147896
2,596,1,0,0,1,0,0,2013,1,29,4918.383
5,734,1,0,0,1,0,0,2014,11,21,6688.9624
5,491,1,0,0,1,0,0,2015,6,12,4921.604
3,716,1,0,0,1,0,0,2014,5,28,6343.238
4,721,1,1,0,1,0,0,2014,1,9,7224.4297
5,776,1,0,0,1,0,0,2015,6,12,7073.1763
7,0,0,0,0,1,0,0,2013,12,22,7.9687886
2,529,1,0,1,1,0,0,2014,12,30,5369.3086
5,1025,1,1,0,1,0,0,2014,12,5,10487.807
7,0,0,0,0,1,0,0,2014,1,5,-0.9066342
5,485,1,0,0,1,0,0,2014,9,12,4393.0186
3,494,1,0,0,1,0,0,2014,11,19,4609.6313
1,864,1,1,1,1,0,0,2013,10,7,8727.436
1,852,1,1,0,1,0,0,2014,4,28,9250.816
1,975,1,1,0,1,0,0,2014,3,31,11295.2705
1,340,1,1,0,1,0,0,2013,1,21,3895.251
3,887,1,1,0,1,0,0,2013,11,6,8212.337
6,895,1,0,0,1,0,0,2013,7,13,7567.5996
7,0,0,0,0,1,0,0,2013,3,3,12.969462
4,387,1,1,0,1,0,0,2013,9,26,4314.387
1,1306,1,1,0,1,0,0,2015,5,18,12596.258
4,514,1,1,0,1,0,0,2013,11,7,5623.1484
3,2290,1,0,0,1,0,0,2013,10,2,14790.415
4,0,0,1,0,0,1,0,2014,5,1,35.905136
4,461,1,1,0,1,0,0,2015,3,5,5351.874
2,542,1,1,1,1,0,0,2013,1,8,6437.94
6,305,1,0,0,1,0,0,2013,6,15,2946.4753
7,0,0,0,0,1,0,0,2014,1,5,-0.9066342
3,1675,1,1,0,1,0,0,2013,2,6,13149.382
5,669,1,0,0,1,0,0,2014,4,11,5962.712
5,670,1,1,0,1,0,0,2014,6,20,6645.738
3,700,1,1,0,1,0,0,2014,7,2,7184.618
1,674,1,1,0,1,0,0,2015,6,15,8234.553
1,464,1,1,0,1,0,0,2014,10,20,5250.8276
7,0,0,0,0,1,0,0,2013,10,20,-7.029814
3,550,1,0,0,1,0,0,2015,6,10,5248.3896
2,997,1,1,0,1,0,0,2014,1,7,9587.226
3,855,1,0,0,1,0,0,2014,11,19,6740.7964
4,744,1,0,0,1,0,0,2015,4,23,6261.2974
6,724,1,0,0,1,0,0,2013,9,21,6151.225
7,0,0,0,0,1,0,0,2015,2,8,7.0459995
7,0,0,0,0,1,0,0,2013,12,22,7.9687886
5,673,1,1,0,1,0,0,2014,2,21,6502.19
2,990,1,0,1,1,0,0,2013,10,29,7327.637
1,477,1,0,0,1,0,0,2015,4,20,4632.4565
3,736,1,1,0,1,0,0,2015,3,4,7592.6562
6,261,1,0,0,1,0,0,2013,7,27,2515.1057
5,431,1,0,1,1,0,0,2013,8,23,4122.732
1,1038,1,1,0,1,0,0,2015,7,13,11063.499
6,631,1,0,0,1,0,0,2013,11,30,6745.791
6,443,1,0,0,1,0,0,2013,7,20,4295.7915
1,636,1,0,0,1,0,0,2014,5,26,5608.516
2,709,1,1,0,1,0,0,2015,7,14,7745.5635
1,954,1,0,1,1,0,0,2013,12,23,10270.131
1,1128,1,1,0,1,0,0,2014,9,15,11019.879
1,658,1,0,0,1,0,0,2014,6,23,5736.487
6,1072,1,0,0,1,0,0,2014,1,4,8765.881
6,240,1,0,0,1,0,0,2014,3,1,2356.5706
2,751,1,0,0,1,0,0,2014,5,27,6288.1123
2,472,1,0,0,1,0,0,2015,3,24,4511.3237
7,0,0,0,0,1,0,0,2013,9,1,-26.355532
1,867,1,1,0,1,0,0,2015,3,2,9593.374
5,1057,1,1,0,1,0,0,2014,5,9,9396.821
3,839,1,1,0,1,0,0,2014,9,17,7476.145
7,0,0,0,0,1,0,0,2013,4,14,-5.1219583
1,727,1,0,0,1,0,0,2014,9,22,5846.1577
7,0,0,0,0,1,0,0,2014,10,19,-21.774487
1,881,1,1,0,1,0,0,2013,9,9,9281.734
6,207,1,0,0,1,0,0,2015,7,4,1971.085
3,1064,1,1,0,1,0,0,2013,4,24,8518.303
4,528,1,1,0,1,0,0,2013,2,21,5546.5356
1,862,1,0,0,1,0,0,2013,2,25,6531.4824
5,790,1,1,0,1,0,0,2014,2,7,7831.4253
6,528,1,0,0,1,0,0,2015,2,14,5325.17
2,978,1,0,1,1,0,0,2014,4,22,7370.4395
6,694,1,0,0,1,0,0,2015,1,31,7543.75
5,1049,1,0,1,1,0,0,2014,1,3,8330.917
6,410,1,0,0,1,0,0,2015,5,30,4378.101
5,474,1,0,0,1,0,0,2013,11,29,5240.3965
7,0,0,0,0,1,0,0,2014,6,8,-13.436961
1,721,1,1,0,1,0,0,2013,3,4,7905.768
6,1971,1,0,0,1,0,0,2014,12,13,14730.238
7,0,0,0,0,1,0,0,2014,10,12,9.555324
1,588,1,0,1,1,0,0,2014,7,21,5199.367
2,716,1,1,0,1,0,0,2013,9,10,7316.138
7,0,0,0,0,1,0,0,2013,3,10,32.934296
5,1132,1,1,0,1,0,0,2013,12,6,10643.558
7,0,0,0,0,1,0,0,2013,4,7,-9.653338
4,673,1,1,0,1,0,0,2015,4,30,7722.2056
4,572,1,0,0,1,0,0,2013,11,14,5122.18
3,347,1,0,0,1,0,0,2013,2,27,3484.0085
6,514,1,0,0,1,0,0,2014,11,8,5028.393
1,1090,1,1,0,1,0,0,2013,4,29,10424.865
4,612,1,1,0,1,0,0,2014,4,3,6211.6816
4,960,1,1,0,1,0,0,2013,11,7,8537.846
3,1181,1,0,1,1,0,0,2014,7,9,8724.296
2,538,1,1,0,1,0,0,2015,2,17,6141.716
6,545,1,0,0,1,0,0,2015,5,16,5596.231
7,0,0,0,0,1,0,0,2014,3,23,11.8609915
5,560,1,1,1,1,0,0,2013,8,2,5997.333
5,497,1,0,0,1,0,0,2014,8,29,4772.7393
6,490,1,0,0,1,0,0,2013,5,11,4833.8696
3,416,1,0,0,1,0,0,2013,3,13,3957.1255
7,0,0,0,0,1,0,0,2014,12,28,-47.147896
2,648,1,0,0,1,0,0,2013,2,12,5289.0444
5,341,1,1,1,1,0,0,2013,7,19,3715.3613
4,779,1,1,0,1,0,0,2014,11,13,7375.753
5,542,1,0,0,1,0,0,2015,5,29,5802.648
2,659,1,0,1,1,0,0,2013,12,31,5158.613
3,551,1,0,0,1,0,0,2014,1,29,4763.623
7,0,0,0,0,1,0,0,2014,1,5,-0.9066342
2,3544,1,1,0,1,0,0,2013,12,17,24288.754
5,844,1,0,0,1,0,0,2013,10,4,7450.382
4,435,1,0,0,1,0,0,2013,9,5,3983.227
2,1145,1,1,0,1,0,0,2014,2,4,10450.677
3,530,1,0,0,1,0,0,2013,10,30,5001.569
7,0,0,0,0,1,0,0,2014,3,16,-8.933059
7,0,0,0,0,1,0,0,2014,5,4,6.6915016
5,681,1,0,0,1,0,0,2013,7,12,6020.732
1,957,1,1,0,1,0,0,2014,6,2,10526.441
1,461,1,0,1,1,0,0,2015,7,20,4320.2524
6,342,1,0,0,1,0,0,2014,5,17,3195.1418
5,987,1,0,0,1,0,0,2013,8,9,7282.9985
2,789,1,1,1,1,0,0,2014,8,19,8040.586
6,796,1,0,0,1,0,0,2014,9,27,6386.594
5,496,1,0,0,1,0,0,2013,9,20,4475.624
4,496,1,1,0,1,0,0,2013,6,20,5254.198
2,951,1,1,0,1,0,0,2013,3,5,8919.13
5,1027,1,0,0,1,0,0,2014,2,28,8571.541
5,1024,1,1,0,1,0,0,2015,6,19,9385.14
5,791,1,1,0,1,0,0,2014,2,7,7831.4253
4,1010,1,1,0,1,0,0,2014,10,2,9286.914
2,0,0,0,0,1,0,0,2013,3,12,-0.6963272
3,911,1,1,1,1,0,0,2013,10,9,8049.967
5,1354,1,0,0,1,0,0,2015,6,26,10396.164
4,0,0,1,0,0,1,0,2015,6,4,-39.31569
6,501,1,0,0,1,0,0,2014,11,8,4946.5493
6,517,1,0,0,1,0,0,2014,2,22,4960.432
1,1277,1,1,0,1,0,0,2014,5,5,11959.013
5,565,1,0,0,1,0,0,2014,11,21,5381.0474
4,0,0,1,0,0,1,0,2014,5,1,35.905136
3,580,1,1,0,1,0,0,2013,9,11,6065.6255
5,662,1,1,1,1,0,0,2014,8,1,6906.091
4,913,1,1,1,1,0,0,2013,3,28,9385.572
1,713,1,0,0,1,0,0,2013,1,14,5620.242
3,664,1,0,1,1,0,0,2015,4,8,6023.1167
